,genename,Sample_46-Belz_merged,Sample_46-HIF1alpha_278_299,Sample_46-HIF2alpha_266_311,Sample_46-WT_207_370,Sample_55-Belz_242_335,Sample_55-HIF1alpha_230_347,Sample_55-HIF2alpha_218_359,Sample_55-WT_254_323,Sample_59-Belz_194_383,Sample_59-HIF1alpha_277_300,Sample_59-HIF2alpha_265_312,Sample_59-WT_206_371,Sample_60-Belz_241_336,Sample_60-HIF1alpha_229_348,Sample_60-HIF2alpha_217_360,Sample_60-WT_253_324,LRS_36_HIF1a_KO_327_250,LRS_36_HIF2a_KO_315_262,LRS_36_NC_303_274,LRS_36_NT_339_238,LRS_38_HIF1a_KO_374_203,LRS_38_NC_350_227,LRS_38_NT_291_286,LRS_42_HIF1a_KO_326_251,LRS_42_HIF2a_KO_314_263,LRS_42_NC_302_275,LRS_42_NT_338_239,LRS_43_HIF1a_KO_373_204,LRS_43_HIF2a_KO_361_216,LRS_43_NC_349_228,LRS_43_NT_290_287,LRS-38_HIF2a_KO_362_215
28558,GOLGA2P2Y,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0
28559,GOLGA2P3Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28560,GOLGA2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28561,GOLGA2P5,629.31,281.44,356.66,273.1,547.64,215.99,332.63,447.39,250.94,282.51,385.18,259.4,274.87,288.05,268.21,406.44,3104.99,1486.4,1437.3,3790.22,1101.56,1498.13,1169.65,1201.79,1668.73,1799.53,1920.37,1477.77,1151.99,1927.82,2009.35,1119.27
28562,GOLGA2P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28563,GOLGA2P7,3275,735.14,1087.62,1681.66,1551.25,588.75,894.93,1255.1,1618.78,858.97,1389.07,1358.68,1125.9,542.6,881.38,1525.93,4612.71,2410.78,1923,5141.3,1511.48,1956.35,1997.85,1306.07,2295.36,2336.26,2371.13,1982.04,2718.99,3580.47,3384.44,2144.81
28564,GOLGA2P8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28565,GOLGA2P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28566,GOLGA3,5696,2789,2290,2591,2699,2108,1907,2065,2475,2773,2232,1973,2609,2894,2314,3365,17849,7372,5319,12908,7212,5923,5484,5429,5051,4627,5423,7198,6752,9130,8004,6931
28567,GOLGA4,3182.75,1342.39,1056.86,1392.88,1392.22,992.2,844.46,1141.78,1218.79,1346.09,1069.15,941,1115.67,1242.24,916.13,1529.15,7464.71,4656.17,2879.99,7782.05,4014.08,3324.09,3134.33,3346.59,2846.02,2721.29,3238.44,4434.99,3543.01,5081.47,4430.13,3805.55
28568,GOLGA5,1280,499,445,535,668,483,486,550,589,578,620,462,692,513,576,912,4782,2545,1948,5061,1666,1515,1695,1510,1642,1661,1791,1497,1463,1840,1988,1861
28569,GOLGA5P1,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,17,1,1,6,3,2,1,0,2,5,0,4,4,4,5,5
28570,GOLGA6A,5.31,0,2.42,1,2,1,0,5,1,2,2.79,0,3,1,0,0,3.66,3.54,2,7.83,2.17,1,1,0,8.27,0,9.33,4.48,3.65,2.58,4.81,0
28571,GOLGA6B,1.69,0,0.29,0,0,1,0,0,0,1,0.21,0,0,1,1,5,1,1.24,0,9.17,3.08,2.26,0,0,0,0,0,1.42,1.35,1.42,0,1.33
28572,GOLGA6C,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.22,0,0,0.85,0,0,0,1.85,1.37,0,0,0,0,2.74,0
28573,GOLGA6D,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,1.91,3.74,0,4,2.88,3.63,3.67,2.1,0,0,2.45,3.67
28574,GOLGA6L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28575,GOLGA6L10,334.95,59.93,118.91,127.7,78.44,31.84,50.72,64.33,74.4,40.69,49.45,51.9,100.83,82.28,114.25,167.56,256.06,252.04,151.74,400.98,101.57,140.28,146.8,51.21,91.86,92.74,115.4,102.54,290.73,338.68,280.62,147.13
28576,GOLGA6L11P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28577,GOLGA6L16P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28578,GOLGA6L17P,1.19,2.86,1.25,1.32,0,0,1.33,1.42,1.38,0,0,1.24,1.98,0,0,0,2.35,0,0,1.24,1.28,7.64,1.18,0,0,1.64,2.23,2.5,1.57,0,1.11,0
28579,GOLGA6L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28580,GOLGA6L22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28581,GOLGA6L3,1.47,1.64,1.52,3.53,2.95,1.96,10.55,3.14,1.34,2.17,3.02,0,1.33,4.05,5.3,1.37,9.07,3.05,12.08,24.46,1.68,0,2.78,0,0,3.66,0,22.45,14.96,6.67,17.62,6.14
28582,GOLGA6L4,177.78,37.39,82.47,84,93.36,13.48,57.16,93.33,81.76,40.86,78.43,77.54,74.97,40.68,77.68,85.82,269.66,57.73,118.5,265.86,58.13,77.29,77.82,64.81,93.65,94.54,107.59,167.2,121.27,140.29,223.55,72.5
28583,GOLGA6L5P,249.97,84.19,108.4,100.94,209.06,68.55,138.98,116.49,133.52,114.44,97.09,128.19,159.98,105.05,118.54,246.26,264.7,120.7,212.57,527.51,77.69,155.44,110.93,105.84,186.79,164.56,236.15,161.57,95.31,134.66,230.42,114.86
28584,GOLGA6L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28585,GOLGA6L7P,1,3,0,1,0,1,0,0,1,0,3,0,0,1,0,0,4,1,1,0,0,1,0,0,3,0,0,0,1,4,0,0
28586,GOLGA6L9,193.35,62.36,67.57,109.59,193.27,69.39,93.93,107.53,89.02,61.69,83.84,131.44,107.28,78.88,78.03,129.11,1390.73,903.75,635.14,1541.86,567.92,591.11,607.6,435.73,551.03,495.63,581.28,411.6,1195.68,1330.38,1103.67,674.36
28587,GOLGA7,1783,720,607,771,983,625,628,713,810,805,792,631,930,661,682,1051,10570,4766,3271,9505,3503,2860,3223,3136,3561,3323,3636,3375,3580,3936,3761,3794
28588,GOLGA7B,2118,1048,658,763,1175,700,872,899,1126,1142,660,759,1081,1007,688,1209,14908.99,4189,2215,7116.99,4075.98,2585.98,2555,4877.98,2974,2222.99,3232,868.99,1031.99,1261,1250,2821
28589,GOLGA8A,33695.33,6588.14,13468.41,17885.58,18826.59,4730.51,10894.22,16847.6,14665.42,6735.88,13664.19,15879.83,14840.32,8725.17,15472.22,23350.62,51102.34,33142.92,21293.62,54954.95,25806.1,27967.99,33886.91,14276.1,19445.17,14338.02,22613.87,16125.97,64567.15,72155.38,57231.51,37037.71
28590,GOLGA8B,20150.51,5548.86,7483.74,9807.23,8287.4,3082.46,4710.76,7373.35,9137.44,6035.12,7989.38,8968.06,8876.67,8151.83,7991.99,13226.6,26811.7,14918.78,9428.4,24967.14,22415.9,18704.34,20776.09,5083.06,5746.83,4571.98,6908.93,14316.14,32276.58,37472.14,29562.32,22977.29
28591,GOLGA8CP,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.46,5.31,1.77,4.39,4.1,0,2.81,0,0,0,6.11,0,0,0,0,0,0
28592,GOLGA8DP,0,0,0,0,0,4.64,0,0,1,1.21,0.62,0,0,0,0,0,0,1.77,1.18,1,0,0,0,0,0,0,0,3.13,0,0,0,0
28593,GOLGA8EP,0,1.48,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0.08,0,0,0,1.05,0,1.75,0,0,1.55,0,2.39,1.15,0,0,0,0
28594,GOLGA8F,10.78,1.48,2.84,0,0.5,1.36,4,0,0,28.41,2.38,3,0,1.54,0,0.46,13.49,0.73,5.47,0,0,1.53,0.08,0,2.07,3.35,4.61,1.37,0,0,0,1.86
28595,GOLGA8G,3.22,0.04,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0.86,0.73,3.04,0,1,1.31,3.4,1.19,0.38,7.54,0,0.16,0,0,0,0.14
28596,GOLGA8H,5.69,1.55,0,0,4.28,4.95,8.33,3.08,0,4.43,1.38,0,4.33,0,2.6,5.25,15.32,0,5.82,24.17,0,1.22,0,0,5.02,6.15,4.22,5.61,0,0,0,3.89
28597,GOLGA8IP,1.28,3.69,2.31,0,0,1.22,1.25,0,2.84,5.54,3.07,0,0,0,0.57,5.71,6.13,6.89,15.33,3.3,1.35,1.22,0,10.36,2.28,2.8,0,3.25,4.22,26.09,8.18,4.49
28598,GOLGA8J,5.66,0,1.86,2.13,2.63,0,0,5.11,0,1.8,3.53,2,3.19,2.42,2.37,0,13.77,4.92,2.1,11.52,0,1.59,3.52,6.15,3,4,3,0,2.55,6.28,9.12,1.61
28599,GOLGA8K,18.33,19.43,9.06,8.49,1.21,9.6,8.09,6,5.09,15.24,2.71,0,7.3,4.92,11.67,6,14.27,10.97,16.49,14.27,16.34,10.78,8.13,24.21,6.52,14.95,10.25,9.03,17.79,24.74,18.69,10.91
28600,GOLGA8M,4.74,21.38,10.94,2.18,4.5,4.23,7.45,0,5.68,4.7,8.8,1,0,9.51,3.26,7.62,18.73,17.54,18.44,35.81,15.5,38.86,12.16,15.45,13.61,40.99,18.99,9.04,26.51,65.21,39.08,13.18
28601,GOLGA8N,634.5,579.4,417.94,296.98,361.97,551.54,613.58,244.46,170.32,518.1,249.3,114.6,512.7,362.4,418.84,582.56,1414.94,525.13,710.6,1561.82,239.58,634.06,269.56,481.38,475.28,922.47,492.54,843.94,576.02,1088.78,745.36,272.36
28602,GOLGA8O,119.24,121.13,78.63,72.38,59.16,111.76,83.79,42.42,40.8,123.78,52.83,20.69,97.61,49.52,74.25,74.71,9.3,20.35,43.64,58.73,30.84,58.32,7.34,5.13,16.3,29.86,19.42,26.3,5.82,34.97,14.96,34.81
28603,GOLGA8Q,91.48,62.41,64.18,26.76,29.94,40.13,83.58,27.36,4.12,54.93,17.66,9.51,41.22,30.08,46.95,75.49,7.89,12.57,25.6,55.03,7.02,15.29,3.6,10.39,2.3,18.81,6.48,12.19,8.74,37.19,5.8,3.64
28604,GOLGA8R,83.45,82.76,69.55,62.83,65.93,50.62,66.62,46.92,26.86,77.89,48.99,33.77,62.14,52.51,65.05,128.7,88.44,62.98,81.48,162.1,54.29,106.51,57.27,73.82,76.02,118.3,69.31,102.55,89.74,156.37,119.15,82.46
28605,GOLGA8S,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,25.83,5.27,14.83,29.81,7.08,8.93,3.61,6.27,17.14,15.71,6.3,8.21,10.7,13.31,6.26,13.5
28606,GOLGA8T,0,4.07,2.56,2.39,0,2.77,3.49,0,0,0,0,4,7.1,10.31,0,6.95,0,9.37,9.14,11.22,0,7.48,0,0,5.77,4.68,4.42,16.01,0,5.94,8.42,0
28607,GOLGA8UP,0,1,0,0,1,2.06,4.19,1,1,3,0,0,1,3,0,0,1,3,3,6,1,9,0,5,1,2,3,4,0,3,1,1
28608,GOLGA8VP,1.9,0.62,1.19,0,1.1,0,0,0,0,0,0,3.06,0,0,1.39,1.52,12.92,4.54,3.23,2.18,4.26,3,2.42,0,0,1.39,2.67,4.44,0,3.43,6.12,5.02
28609,GOLGB1,4203,1708,1552,1855,2282,1405,1622,2017,1520,1534,1534,1384,1544,1779,1595,2310,10915,7129,4726,12499,4914,4710,4259,5010,5463,5432,5905,6369,4655,7246,6723,5506
28610,GOLIM4,193,198,81,77,81,137,98,54,94,357,141,61,79,104,67,83,615,156,161,619,145,256,106,184,243,440,218,936,177,238,291,114
28611,GOLM1,384,151,147,154,221,127,140,167,138,174,166,116,194,137,155,260,1585,549,538,1427,475,510,371,411,483,642,532,624,357,504,474,394
28612,GOLPH3,5080,2382,1953,2120,3197,2311,2223,2367,2350,2753,2559,1698,2692,2285,2056,3379,23363,9719,7191,20288,7531,6606,6717,6304,7059,7113,7167,8515,6140,7967,8029,7572
28613,GOLPH3L,1416,511,496,580,865,411,558,605,635,567,681,490,628,427,523,786,5381,2766,2232,5982,1811,1765,1786,1602,2142,2037,2170,1683,1478,2033,2183,2147
28614,GOLT1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28615,GOLT1B,2219,873,739,938,1146,854,828,850,998,931,887,740,1004,753,767,1186,9770,4202,3023,8993,3335,3202,3167,3136,3453,3436,3715,3765,2785,4012,4139,3599
28616,GON4L,3528.39,1549.9,1343.05,1538.92,1719.88,1109.61,1167.03,1341.62,1516.46,1721.42,1399.5,1253.73,1634,1480.53,1359.72,2095.72,11234.93,5248.43,3651,9844.84,4630.42,4132.89,3728.11,4419.04,4224.59,3962.78,4758.83,4213.68,4188.64,5041.36,4726.09,4495.94
28617,GON7,572,297,227,284,322,248,228,241,277,359,317,200,279,265,229,352,3298,1057,952,2644,822,903,694,678,768,1003,847,797,500,704,830,870
28618,GOPC,3649,1219,1118,1632,1838,1029,1131,1508,1733,1450,1352,1300,1623.99,1453,1238,2266,10772,5860,3705,10666,4457,4143,4193,4006,4182,3646,4532,3802,4507,5043,4734.99,4822
28619,GORAB,422,177,162,170,226,119,132,144,227,160,148,135,203,163,148,216,1838,797,706,1830,471,538,434,476,517,572,579,661,419,596,538,469
28620,GORASP1,1289,641,429,564,644,450,424,472,446.91,532,442,361,590,449,513,821,5055.94,2481.4,1457,4436.88,1527.58,1382,1624.4,1766,2138,1920.55,2161,2350,1735,2333,2212,1872.95
28621,GORASP2,3139,1454,1170,1401,1645,1569,1307,1351,1505,1780,1493,986,1507,1306,1220,2007,15362,6270,4494,12101,4871,4370,4196,4160,4504,4485,4532,5024,3649,5143,5092,4779
28622,GOSR1,2305,936,833,998,1234,932,853,980,983,1112,926,740,1027,951,767,1260,10304.94,4160,3215.83,8235.91,3275,2859,2712,2549.93,2760.89,2842.92,3008.96,3447,3042,3538,3306,3410
28623,GOSR2,2172.31,908.18,830.51,939.73,1148.96,866.49,782.93,852.92,964.96,1088,1023.38,727.06,1027.3,929.07,827.38,1312.36,8273.84,3109.29,2560.01,6725.06,2986.42,2951.38,2692.63,2336.98,2370.82,2587.77,2533.02,2917.72,2267.18,3150.28,2972.22,2800.78
28624,GOT1,719,552,360,331,429,669,396,331,325,686,392,232,404,405,284,478,4423,1069,1092,2970,1047,1260,812,1124,1059,1455,1164,1621,454,891,1091,810
28625,GOT1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28626,GOT2,3013,1964,1231,1210.98,1769,2956.99,1721,1294,1331,2680,1570,978,1345,1422,1083,1701,14511,4361,3809,11073,4738,5025,3766,3660,3692,4847,3937,6429,2853,4271,4377,3978.93
28627,GOT2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28628,GOT2P2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
28629,GOT2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,0
28630,GOT2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28631,GP1BA,172,52,72,70,117,57,83,121,90,75,70,78,69,61,80,82,704,229,149,446,144,135,139,165,136,115,169,123,202,265,207,157
28632,GP1BB,0,0,0,2.77,0,1,1.63,1,0,0.05,0.69,0,0,1.28,1,0,11.21,0.01,0,0,0,0,0.08,0,0,3.88,0,7.19,0,0,5,0
28633,GP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28634,GP5,1621,262,469,820,781,113,254,628,957,248,558,852,695,192,518,904,2417,1456,771,2350,837,961,867,569,706,593,778,424,151,429,707,849
28635,GP6,11,7,5,3,4,3,2,4,3,14,2,5,2,2,2,4,20.68,10,9,22,2,6,6,5,4,3,4,9,2,5,14,3
28636,GP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28637,GPA33,157,59,74,41,117,32,38,69,49,65,49,26,88,121,59,80,3846,1341,524,2111,1713,1160,1696,827,915,493,1070,396,2043,1640,1635,1924
28638,GPAA1,1891,808,795,875,1162,861,824,948,850,1030,875,642,910,579,672,1131,10778,3181,2649,7854,2264,2833,2266,2089,2531,3100,2782,2641,1525,2118,2312,2516
28639,GPAA1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,1.99,0,1.95,2.27,1.93,0,0,0,0
28640,GPAA1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.38,6.91,6.32,15.37,4,0.84,1.74,0.93,6.82,0,1.25,2.23,1.46,6.28,1.61,1.33
28641,GPALPP1,1432,457,499,567,727,405,452,537,681,546,605,522,591,527,441,745,4942,2461,1864,5434,2036,1841,1940,1599,1868,1854,2124,1671,1924,2099,2115,2257
28642,GPAM,501,202,180,202,239,204,204,215,196,255,188,159,200,159,149,265,1204,600,429,1320,483,480,399,452,447,464,473,440,393,442,527,542
28643,GPANK1,963.81,472.2,399.49,419.22,745.4,449.66,509.98,542.24,527.73,596.52,626,362.45,500.72,412.51,455.44,647.89,6078.24,2293.08,1755.1,5155,1296.13,1542.12,1525.28,1361.15,1730.32,1975.2,1825.06,1774.3,1148.19,1776.17,1745.13,1598.3
28644,GPAT2,148.45,186.25,122.96,70.75,48.3,69.6,64.18,34.66,54.54,82.12,83.16,45.91,100.37,107.03,61.41,107.06,1237.97,348.33,480.28,1248.3,167.02,284.98,156.12,212.54,181.87,399.51,253.03,178.97,60.39,95.07,107.32,146.97
28645,GPAT2P1,20.55,19.75,9.54,19.25,0,4.4,6.82,8.34,17.46,19.79,2.84,2.01,36.63,12.97,17.59,46.94,45.47,16.03,14.75,37.21,0,4.72,0,15.33,10.72,49.46,23.07,28.12,7.17,15.79,23.87,0
28646,GPAT2P2,5.7,1.31,4.42,4.33,4.12,2.3,0,1.11,2.89,2.43,2.48,1.15,8.75,2.16,1.16,6.26,8.96,8.1,7.46,11.34,0,1.14,2.06,3.29,0,3.37,2.1,3.09,10.24,5.16,1.07,4.5
28647,GPAT3,42,56,22,8,35,153,74,26,18,64,19,5,76,57,41,49,531,106,179,664,60,62,52,63,85,132,100,413,7,28,70,39
28648,GPAT4,3783.45,1556.3,1512.55,1668,2232.94,1462.84,1596.23,1737.8,1705.23,1894.86,1834.92,1313.73,1698.45,1492.77,1488.82,2287.71,18574.24,6464,6069.96,15549.41,5101,4991,4539.16,4176,4567.64,4821,5013,6296,5226,7075,6865.54,5245
28649,GPATCH1,728,303,295,285,433,262,267,290,339,362,343,248,353,270,240,437,2259,1049,788,2067,838,794,711,663,711,750,766,668,562,650,760,816
28650,GPATCH11,1394,542,521,610,853,485,482,631,558,581,614,468,575,402,402,801,3383,2051,1422,4056,1351,1345,1413,1037,1293,1370,1371,1350,1331,1707,1636,1588
28651,GPATCH2,707,284,244,320,362,232,244,321,273,286,320,227,271,224,215,325,1844,877,666,2025,753,696,625,638,664,677,760,734,459,686,764,779
28652,GPATCH2L,3349,1200,1219,1616,1846,810,1140,1519,1572,1343,1429,1408,1476,1470,1354,1918,7708,6046,4851,11299,4334,4114,3876,3952,4324,3766,4771,4232,4649,7116,6964,4684
28653,GPATCH3,684.19,327.44,224.25,282.63,344.31,270.31,234.41,267.32,316.63,360.21,275,230.33,313.86,301,239,434.32,3859.7,957,661.85,1994.8,1006.9,808.89,847.95,923.94,773,838,848.89,986,750.93,985.96,840.93,940.9
28654,GPATCH4,624,527,198,242,198,726,287,152,276,693,260,165,321,404,190,337,3253,465,514,1291,887,896,418,848,384,763,509,884,315,363,333,411
28655,GPATCH8,2849,1302,1137,1317,1635,994,1110,1333,1271,1416,1345,1042,1308,1191,1112,1782,11493,7271,4702,12561,5349,5168,5033,4905,5428,4991,5494,5451,5562,7013,6502,6284
28656,GPBAR1,15,10,4,7,3,8,5,2,7,5,3,5,8,4,5,16,46,14,12,13,14,12,13,14,12,11,7,22,10,23,13,4
28657,GPBP1,6808,2160,2323,2861,3918,1915,2243,3171,3036,2379,3031,2369,2889,2161,2391,3802,26543,13737,9400,25970,9192,9002,9500,7027,9119,8339,9598,8963,7500,11523,11799,10709
28658,GPBP1L1,4252,1438,1394,1736,2155,1123,1331,1556,2042,1723,1781,1546,1974,1558,1385,2420,23357,10640,7575,21124.38,8187,7037,7315,6674,7316,6643,7629.44,7737,7237,9068,9140.37,8616.4
28659,GPC1,385,192,209,188,251,123,168,213,124,177,201,156,183,162,181,260,1608,492,454,1354,238,360,275,479,598,676,654,325,133,244,292,264
28660,GPC2,157,108,93,94,47,33,40,52,47,79,57,47,48,113,52,88,727,231,136,549,324,181,159,184,133,87,129,288,271,504,408,197
28661,GPC3,33,6,30,28,23,1,10,30,14,11,20,11,12,4,26,23,104,123,122,251,24,47,70,29,66,28,80,32,10,81,76,46
28662,GPC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,0,2,0,0,1,3
28663,GPC5,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,9,1,1,5,1,4,2,2,7,2,0,10,0,3,0,2
28664,GPC5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28665,GPC5-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28666,GPC5-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28667,GPC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0
28668,GPC6-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28669,GPC6-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28670,GPCPD1,1895,672,688,846,1232,542,542,968,910,788,790,789,980,998,863,1310,8873,4919,3273,8345,3902,3464,3675,2725,3143,2353,3631,1916,3243,3752,3749,4256
28671,GPD1,11,5,3,2,4,7,7,2,7,9,1,4,4,3,0,8,37,9,11,18,9,11,8,12,7,14,7,10,3,4,11,3
28672,GPD1L,2361,874,743,981,1197,666,599,894,1122,944,1014,932,1088,936,835,1329,6216,3752,1709,5698,3607,2775,3479,2812,2972,2234,3337,2178,1802,2797,2976,4148
28673,GPD2,1588,460,623,701,985,687,881,778,689,524,779,531,794,347,651,1005,4344,3579,3464,8289,1260,2402,2069,1208,2505,3041,2630,2032,1841,2465,3129,2398
28674,GPER1,3,4,7,5,1,3,4,2,3,2,4,0,3,6,6,4,56,10,33,47,14,26,25,12,18,18,13,11,6,8,13,22
28675,GPHA2,4,0,1,2,2,0,0,0,1,0,0,0,0,0,2,1,14,5,11,11,2,0,4,1,6,3,7,1,4,6,7,3
28676,GPHB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28677,GPHN,556,170,239,257,387,190,307,348,294,233,295,243,297,169,249,382,2676,1331,1250,3008.39,918,1093,940,630,727,799,819,844,787,998,1065,1130
28678,GPI,74150.18,7724.81,22793.85,36074.66,40060.62,11809.05,24288.84,33522.82,33117.75,8825.87,29599.76,29086.72,37694.59,5093.28,32975.57,53690.49,108045.78,149274,90538,240227.78,43298,74129,101133.84,32906,91638.92,80311.85,86150,28109,84288.94,112439,120935.93,120443
28679,GPIHBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28680,GPKOW,1356,691,515,459,668,509,448,521,587,837,608,450,730,664,539,901,9104,3046,1569,4992,2406,1806,2171,1930,2078,1730,2131,1649,1849,2098,2198,2683
28681,GPLD1,5.16,2.02,7.37,5.14,7.35,7.2,2.07,5.27,1.04,6.25,7.23,1.04,3.12,0,1.04,0,10.05,4,11,15.01,7,7,1.05,6,4,7.05,4,10,11,6,15,3
28682,GPM6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,2,3,0,3,2,2,7,0,0,2,2,0,5
28683,GPM6B,73,36,23,52,43,14,39,43,39,32,41,36,29,38,32,42,114,96,108,240,108,111,77,99,109,84,128,90,139,201,155,92
28684,GPM6BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28685,GPM6BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28686,GPM6BP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28687,GPN1,1892.46,916.93,678.98,748.81,940.89,962.07,801.08,815.56,860.81,1138.71,804.91,575.57,840.63,760.54,645.87,1180.52,8697.01,2908.15,2298,6564.57,2595.16,2338.42,2338.88,2282.19,2255.61,2556.31,2469.46,2576.89,1827.87,2344.07,2404.96,2395.59
28688,GPN2,1856,862,760,794,1040,756,811,823,884,913,851,684,938,852,741,1125,8991,2871,2297,5967,2263,2180,2039,1881,2197,2284,2405,2446,2334,2956,2755,2336.99
28689,GPN3,401.73,255.08,175.47,157.29,238.8,411.12,309.65,190.52,208.97,357.61,250.55,118.68,206.46,208.86,186.06,244.86,2123.38,704.86,824.44,1972.46,575.29,681.19,495.06,497.11,539.32,733.57,580.84,808.36,257.36,538.96,598.05,481.55
28690,GPN3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28691,GPNMB,21,6,6,6,4,7,6,7,9,5,2,3,6,4,6,5,87,33,58,135,4,29,16,16,30,42,25,52,12,16,46,17
28692,GPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28693,GPR1-AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,0
28694,GPR101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28695,GPR107,3158,1356,1148,1286,2028,1296,1226,1556,1385,1801,1412,1089,1495,1287,1294,1904,9791,4620,3814,9978,3493,3367,3230,3268,3749,3846,3932,4356,3258,4365,4587,3822
